index,Product_Code,Product_Weight,Product_Fat_Content,Product_Salt_Content,Product_Visibility,Product_Type,Product_MRP,Store_Code,Store_Opened,Store_Size,Store_Location_Type,Store_Type,Product_Store_Sales
6529,BVRG-32-64,7.02,regular,Regular,0.22330561793201711,Dairy,93.65625,S-1334,1997,Small, 1,Supermarket Type1,1165.15
3035,FOOD-01-59,8.895,High Salt,High Salt,0.2977951745747402,Snack Foods,142.46625,S-0522,2009,Medium,3,Supermarket Type2,2956.152
6804,FOOD-02-81,,High Salt,High Salt,0.20433938435847357,Snack Foods,56.83,S-0783,1985,Medium, 3,Supermarket Type3,1597.92
4695,FOOD-07-32,16.85,High Salt,High Salt,0.39978196182419234,Frozen Foods,234.43475,S-1015,2004,Small,Tier 2,Supermarket Type1,4262.4516
322,BVRG-14-07,15.0,Regular,Regular,0.22216452687141572,Soft Drinks,68.271,S-0493,2007,,Tier 2,Supermarket Type1,958.752
947,FOOD-00-38,,High Salt,High Salt,0.24890849523469463,Frozen Foods,171.42725,S-0783,1985,Medium,Tier 3,Supermarket Type3,4561.3958
1492,FOOD-59-07,18.6,regular,Regular,0.38994651043444406,Breakfast,114.91975,S-1334,1997,Small, 1,Supermarket Type1,201.0716
4459,NCON-24-84,7.5,NA,Regular,0.190336720051597,Health and Hygiene,209.0035,S-1015,2004,Small,Tier 2,Supermarket Type1,4427.57
2956,FOOD-04-07,12.1,Low,Regular,0.17406268698374158,Canned,83.45875,S-0493,2007,,Tier 2,Supermarket Type1,1454.773
7244,FOOD-48-86,18.6,regular,High Salt,0.41392533143068205,Meat,51.047000000000004,S-0377,1987,High,Tier 3,Supermarket Type1,287.6256
416,FOOD-49-44,10.195,High Salt,High Salt,0.13277005686524354,Starchy Foods,289.56725,S-1015,2004,Small, 2,Supermarket Type1,2403.538
6099,FOOD-59-22,,High Salt,Regular,0.3081510652261322,Snack Foods,169.39425,S-0551,1985,Small,Tier 1,Grocery Store,567.2616
1161,NCON-65-65,7.565,NA,Regular,0.23422950070390366,Health and Hygiene,62.99125000000001,S-0522,2009,Medium,Tier 3,Supermarket Type2,509.337
2341,NCON-04-65,13.65,NA,Regular,0.27869513989303796,Health and Hygiene,58.86625000000001,S-0493,2007,,Tier 2,Supermarket Type1,1301.639
6956,NCON-38-63,5.5,NA,Regular,0.21693090144098878,Others,115.12700000000001,S-0377,1987,High,Tier 3,Supermarket Type1,2125.2336
8219,NCON-32-70,5.03,NA,Regular,0.09308095401315997,Household,139.2195,S-1305,2002,, 2,Supermarket Type1,605.878
356,FOOD-72-86,7.075,regular,Regular,0.24155111053356804,Dairy,167.766,S-1334,1997,Small,1,Supermarket Type1,3163.8816
4527,FOOD-59-24,15.1,High Salt,Regular,0.30934824066090955,Baking Goods,189.7005,S-0493,2007,,Tier 2,Supermarket Type1,2693.8268
2911,NCON-71-28,7.67,NA,Regular,0.43114861590871423,Household,34.277,S-0493,2007,,Tier 2,Supermarket Type1,173.108
589,NCON-48-38,18.85,NA,Low Salt,0.2281552519667255,Health and Hygiene,226.48075,S-1334,1997,Small,Tier 1,Supermarket Type1,2101.9306
5419,NCON-14-41,21.1,NA,Regular,0.1703201221230187,Household,169.22325,S-1334,1997,Small,Tier 1,Supermarket Type1,866.8716
6528,FOOD-35-51,,Regular,Regular,0.16663606152330893,Baking Goods,92.699,S-0551,1985,Small,Tier 1,Grocery Store,412.796
6100,FOOD-38-83,,High Salt,Regular,0.26923284717879425,Canned,88.74825,S-0783,1985,Medium,Tier 3,Supermarket Type3,2259.0594
4683,FOOD-24-61,5.78,High Salt,High Salt,0.2728573363499688,Snack Foods,320.696,S-0522,2009,Medium,Tier 3,Supermarket Type2,6327.7632
6868,FOOD-56-10,7.475,low Salt,Regular,0.38616785857965963,Fruits and Vegetables,292.10675,S-0522,2009,Medium,Tier 3,Supermarket Type2,6042.135
3048,FOOD-33-83,,High Salt,High Salt,0.3714948599913598,Dairy,58.53725,S-0783,1985,Medium,Tier 3,Supermarket Type3,1348.245
3355,FOOD-09-02,11.85,High Salt,High Salt,0.22379712241224192,Fruits and Vegetables,195.94075,S-1334,1997,Small,Tier 1,Supermarket Type1,1315.6208
3763,NCON-33-84,18.35,NA,Regular,0.17455572176242176,Health,229.14525,S-0377,1987,High,Tier 3,Supermarket Type1,1346.9134
5643,FOOD-14-25,18.85,regular,Regular,0.3763182642391942,Canned,201.2665,S-1015,2004,Small,Tier 2,Supermarket Type1,1860.2452
4977,NCON-48-46,5.11,NA,Regular,0.18674766129727033,Household,192.15125,S-1334,1997,Small,Tier 1,Supermarket Type1,2446.815
1644,FOOD-14-26,6.035,low Salt,Regular,0.4862443840292657,Snack Foods,184.49974999999998,S-0290,1998,, 3,Grocery Store,153.7998
3277,FOOD-49-55,,r,High Salt,0.11811648487827597,Snack Foods,239.8855,S-0783,1985,Medium,Tier 3,Supermarket Type3,5753.8436
6754,NCON-48-70,,NA,Regular,0.3609392746709618,Household,275.00124999999997,S-0551,1985,Small, 1,Grocery Store,1148.505
3056,FOOD-32-24,16.5,High Salt,High Salt,0.30699616284246944,Baking Goods,113.6335,S-0522,2009,Medium, 3,Supermarket Type2,1749.7224
925,BVRG-24-44,10.5,Regular,Regular,0.21935255412235344,Hard Drinks,188.86825000000002,S-1305,2002,,Tier 2,Supermarket Type1,4102.6596
5757,FOOD-48-69,10.1,High Salt,High Salt,0.21419186025617312,Snack Foods,38.231,S-0522,2009,Medium,3,Supermarket Type2,484.7024
8071,BVRG-14-85,6.135,High Salt,Regular,0.0,Soft Drinks,132.85750000000002,S-1334,1997,Small,Tier 1,Supermarket Type1,2376.906
3824,FOOD-15-67,,High Salt,Regular,0.3941026972757228,Fruits and Vegetables,70.18875000000001,S-0551,1985,Small,Tier 1,Grocery Store,316.255
2831,FOOD-09-48,14.85,High Salt,High Salt,0.23268452462508116,Baking Goods,145.13400000000001,S-0493,2007,,Tier 2,Supermarket Type1,1837.608
7316,NCON-41-63,20.2,NA,Regular,0.2723557728413334,Household,106.55775,S-0377,1987,High,Tier 3,Supermarket Type1,1018.0082
6299,FOOD-63-05,8.38,High Salt,High Salt,0.21670310796109962,Baking Goods,129.82125000000002,S-1421,1999,Medium, 1,Supermarket Type1,2966.139
2360,FOOD-72-62,17.1,regular,High Salt,0.2163528437529768,Canned,166.85475,S-1334,1997,Small, 1,Supermarket Type1,1404.838
1299,FOOD-38-61,19.6,LS,Regular,0.19894012415799886,Snack Foods,197.69075,S-1334,1997,Small,1,Supermarket Type1,2960.1468
488,FOOD-72-22,10.895,Regular,Regular,0.189070151002214,Fruits and Vegetables,157.0355,S-1334,1997,Small,Tier 1,Supermarket Type1,1581.9408
1977,FOOD-02-62,,regular,Regular,0.11489010836447149,Canned,126.15674999999999,S-0783,1985,Medium, 3,Supermarket Type3,2713.135
2742,NCON-15-38,,NA,Low Salt,0.1302162278673438,Health and Hygiene,126.65350000000001,S-0783,1985,Medium,Tier 3,Supermarket Type3,2431.5016
4559,FOOD-64-42,,High Salt,High Salt,0.25115641341602246,Frozen Foods,209.714,S-0551,1985,Small, 1,Grocery Store,351.5424
6742,FOOD-17-35,6.71,low Salt,Regular,0.18862695989704123,Breads,261.89575,S-1015,2004,Small, 2,Supermarket Type1,4572.0486
2736,FOOD-09-81,7.435,Regular,Regular,0.2906068873925737,Starchy Foods,196.51975,S-1334,1997,Small,Tier 1,Supermarket Type1,2840.9686
3109,FOOD-41-43,15.85,Regular,Regular,0.20813998654751567,Starchy Foods,39.5205,S-1305,2002,,Tier 2,Supermarket Type1,1004.0264
6228,FOOD-63-62,7.285,Regular,Regular,0.0,Dairy,183.911,S-0493,2007,,Tier 2,Supermarket Type1,1414.1592
6072,FOOD-07-06,11.3,High Salt,High Salt,0.302175837882515,Meat,111.13675,S-0290,1998,,Tier 3,Grocery Store,190.4188
2708,NCON-71-46,16.0,NA,Regular,0.3148289853237786,Household,253.48775,S-1015,2004,Small,Tier 2,Supermarket Type1,4460.1942
5385,FOOD-13-14,12.15,High Salt,High Salt,0.207015429376653,Meat,217.11874999999998,S-0522,2009,Medium, 3,Supermarket Type2,2929.52
6533,NCON-13-65,12.6,NA,Regular,0.2532009577391049,Health and Hygiene,142.92675,S-1334,1997,Small,Tier 1,Supermarket Type1,243.6828
2288,BVRG-24-24,8.52,regular,Regular,0.16462512262713733,Soft Drinks,179.71025,S-1421,1999,Medium, 1,Supermarket Type1,2439.4912
3440,FOOD-13-42,,Regular,Regular,0.4095427340339467,Frozen Foods,150.45974999999999,S-0551,1985,Small,Tier 1,Grocery Store,127.1678
3762,FOOD-13-78,17.25,High Salt,Regular,0.0,Frozen Foods,36.97775,S-0290,1998,,Tier 3,Grocery Store,196.41099999999997
5624,FOOD-02-81,,r,High Salt,0.27103990850057486,Snacks,55.455,S-0551,1985,Small,Tier 1,Grocery Store,53.263999999999996
5763,BVRG-00-64,,Regular,Regular,0.31079263987424155,Dairy,58.61625000000001,S-0783,1985,Medium,Tier 3,Supermarket Type3,3112.615
892,NCON-38-09,,NA,Regular,0.27023027402569094,Health and Hygiene,142.305,S-0783,1985,Medium,3,Supermarket Type3,3115.9440000000004
6690,FOOD-24-05,15.1,regular,Regular,0.27603217747212005,Baking Goods,102.22874999999999,S-1421,1999,Medium,Tier 1,Supermarket Type1,2247.075
1509,FOOD-49-30,16.7,High Salt,High Salt,0.3454892357223304,Fruits and Vegetables,215.497,S-0377,1987,High,Tier 3,Supermarket Type1,3078.6592
2731,NCON-35-15,19.6,NA,Regular,0.15491843660455654,Household,120.12049999999999,S-1305,2002,,Tier 2,Supermarket Type1,525.982
2948,FOOD-48-02,,Low Salt,Low Salt,0.16487310575105935,Fruits and Vegetables,114.63025,S-0783,1985,Medium,Tier 3,Supermarket Type3,3868.9638
3521,FOOD-15-59,9.6,High Salt,High Salt,0.1654875282309818,Snack Foods,314.03799999999995,S-1421,1999,Medium, 1,Supermarket Type1,4649.9472
7844,FOOD-41-83,8.975,High Salt,High Salt,0.22980670138183526,Canned,98.27799999999999,S-1421,1999,Medium,Tier 1,Supermarket Type1,1704.4479999999999
3897,FOOD-09-15,7.55,High Salt,High Salt,0.22758505662718717,Fruits and Vegetables,143.25900000000001,S-0290,1998,,Tier 3,Grocery Store,122.5072
1968,NCON-32-70,,NA,Regular,0.09276129041793242,Household,143.9695,S-0783,1985,Medium,Tier 3,Supermarket Type3,1211.756
4321,FOOD-33-50,9.5,r,High Salt,0.24256118403404944,Fruits,202.80599999999998,S-0290,1998,,Tier 3,Grocery Store,170.4448
1067,FOOD-14-50,8.05,High Salt,High Salt,-0.28021840945947857,Fruits and Vegetables,311.45575,S-1421,1999,Medium,1,Supermarket Type1,6183.9504
5576,NCON-01-21,18.7,NA,Regular,0.2152881023187301,Cosmetics,182.08525000000003,S-0493,2007,,Tier 2,Supermarket Type1,1677.1502
891,FOOD-33-26,13.0,High Salt,High Salt,0.2656840924857941,Snacks,72.4355,S-0522,2009,Medium,3,Supermarket Type2,1043.9744
5131,NCON-14-17,16.0,NA,Regular,0.2695466174894428,Household,277.3335,S-1015,2004,Small,Tier 2,Supermarket Type1,4837.7028
7116,FOOD-07-61,,regular,Regular,0.22786880435899953,Snack Foods,141.259,S-0783,1985,Medium,Tier 3,Supermarket Type3,2940.1728
1,BVRG-35-01,5.92,High Salt,High Salt,0.13884601542716304,Soft Drinks,50.3365,S-0522,2009,Medium,Tier 3,Supermarket Type2,443.4228
5626,FOOD-35-50,15.6,regular,Regular,0.4158688687555249,Fruits and Vegetables,132.68975,S-1305,2002,,2,Supermarket Type1,1821.6288
6941,FOOD-59-83,6.615,High Salt,High Salt,0.30314240712905877,Canned,300.80100000000004,S-0377,1987,High,Tier 3,Supermarket Type1,3504.7712
2066,FOOD-15-51,9.195,High Salt,High Salt,0.22783508070532071,Baking Goods,87.7055,S-0493,2007,, 2,Supermarket Type1,1414.1592
1865,FOOD-33-05,,regular,Low Salt,0.2380271875227702,Baking Goods,122.82775000000001,S-0783,1985,Medium,Tier 3,Supermarket Type3,2328.9684
5452,FOOD-41-25,7.405,Lw salt,Regular,0.12370434107176675,Canned,102.39325,S-1305,2002,,Tier 2,Supermarket Type1,2189.1504
6938,FOOD-04-59,14.5,High Salt,High Salt,0.0,Snack Foods,189.15775,S-1015,2004,Small,Tier 2,Supermarket Type1,2864.2716
7410,FOOD-00-59,16.5,High Salt,Regular,0.1685086555640392,Snack Foods,104.64325000000001,S-0377,1987,High,Tier 3,Supermarket Type1,2462.7942
4437,FOOD-63-33,13.8,High Salt,High Salt,0.3278258973906729,Fruits and Vegetables,87.2515,S-0290,1998,,Tier 3,Grocery Store,227.7036
4452,FOOD-00-31,10.3,Regular,Regular,0.280496481261352,Baking Goods,211.29625000000001,S-0377,1987,High,Tier 3,Supermarket Type1,3705.177
6504,NCON-02-23,,NA,Regular,0.2012976750983478,Others,182.4175,S-0551,1985,Small, 1,Grocery Store,153.134
5038,FOOD-59-67,17.5,High Salt,Regular,0.12483813519914498,Fruits and Vegetables,221.40825,S-1421,1999,Medium,Tier 1,Supermarket Type1,4795.0916
6829,FOOD-32-13,,High Salt,Regular,0.2554844104833013,Frozen Foods,310.20575,S-0783,1985,Medium,3,Supermarket Type3,3349.6398
2804,NCON-35-33,6.57,NA,Regular,0.3112270152155818,Household,232.4775,S-1015,2004,Small, 2,Supermarket Type1,2316.984
4092,FOOD-24-50,18.25,Regular,Regular,0.11101856601487879,Fruits and Vegetables,193.61175,S-0522,2009,Medium, 3,Supermarket Type2,647.1576
377,FOOD-49-39,18.2,High Salt,High Salt,0.11042896359198523,Fruits and Vegetables,62.238,S-0377,1987,High,3,Supermarket Type1,1464.76
3311,NCON-00-17,18.35,NA,Regular,-0.11854311030169573,Household,270.09325,S-1305,2002,,Tier 2,Supermarket Type1,1346.2476
5672,FOOD-01-26,11.1,High Salt,Regular,0.21169544633742124,Snack Foods,208.00674999999998,S-1015,2004,Small,Tier 2,Supermarket Type1,4027.4242
273,FOOD-32-06,19.85,Lw salt,Regular,0.07234744639584731,Dairy,320.1105,S-1015,2004,Small, 2,Supermarket Type1,5829.7448
454,FOOD-48-26,10.3,High Salt,High Salt,0.1054373795197889,Snack Foods,97.3175,S-0377,1987,High,Tier 3,Supermarket Type1,2683.1740000000004
6885,FOOD-24-36,17.1,regular,Regular,0.35862822671953754,Fruits and Vegetables,129.61075,S-1421,1999,Medium,Tier 1,Supermarket Type1,1556.6404
4046,NCON-72-41,,NA,Regular,0.2689186066452078,Household,190.99,S-0783,1985,Medium,Tier 3,Supermarket Type3,3675.216
1335,FOOD-38-25,16.25,Low Salt,Low Salt,0.0,Canned,102.8505,S-0522,2009,Medium,Tier 3,Supermarket Type2,1653.8472
1604,FOOD-38-33,17.7,r,High Salt,0.12881578319445175,Fruits and Vegetables,48.62925,S-1015,2004,Small,Tier 2,Supermarket Type1,972.068
3464,FOOD-09-61,9.395,low Salt,Regular,0.32197033559009747,Snacks,282.1165,S-0377,1987,High,Tier 3,Supermarket Type1,1414.1592
7560,FOOD-56-30,8.75,High Salt,High Salt,0.2730661055495537,Fruits and Vegetables,223.5695,S-0377,1987,High, 3,Supermarket Type1,7322.4684
5954,BVRG-00-43,,Regular,Regular,0.20158602630142797,Hard Drinks,270.761,S-0783,1985,Medium, 3,Supermarket Type3,4474.1759999999995
4604,FOOD-24-30,,Regular,Regular,-0.3537958592182786,Fruits and Vegetables,101.14975,S-0783,1985,Medium,Tier 3,Supermarket Type3,3139.9128
6757,FOOD-01-24,19.35,regular,High Salt,0.25076305948045857,Baking Goods,195.14800000000002,S-0493,2007,,Tier 2,Supermarket Type1,2807.0128
1222,FOOD-33-39,,Regular,Regular,0.19703318755986263,Snack Foods,174.67725000000002,S-0783,1985,Medium,Tier 3,Supermarket Type3,1618.5598
4717,FOOD-24-12,,regular,High Salt,0.28407393051809593,Frozen Foods,39.81325,S-0551,1985,Small,1,Grocery Store,37.9506
6127,FOOD-09-69,20.35,regular,Regular,-0.377648225204356,Snack Foods,144.00900000000001,S-0493,2007,,Tier 2,Supermarket Type1,1225.072
2228,FOOD-64-33,7.35,r,High Salt,0.11980473279466049,Fruits,293.31399999999996,S-0377,1987,High,Tier 3,Supermarket Type1,969.4048
1749,FOOD-01-34,12.8,High Salt,High Salt,-0.15338351932329627,Meat,269.4255,S-1015,2004,Small,Tier 2,Supermarket Type1,5626.01
7264,BVRG-41-35,8.88,Regular,Regular,0.2945586444156749,Hard Drinks,182.33525,S-1015,2004,Small,Tier 2,Supermarket Type1,1829.6184
4067,FOOD-04-22,20.2,High Salt,High Salt,0.34892430984383993,Snack Foods,111.219,S-0522,2009,Medium, 3,Supermarket Type2,1725.7536
6239,FOOD-29-42,12.85,low Salt,Regular,0.3149506294643654,Frozen Foods,37.6455,S-1305,2002,,Tier 2,Supermarket Type1,656.4788
6337,FOOD-32-50,,Regular,Regular,0.3487629438458163,Fruits and Vegetables,209.34225,S-0783,1985,Medium,Tier 3,Supermarket Type3,2954.1546
6437,FOOD-33-34,12.6,regular,High Salt,0.1917631377507158,Fruits and Vegetables,302.8865,S-0290,1998,,Tier 3,Grocery Store,249.0092
2353,FOOD-65-69,17.6,Regular,Regular,0.10018979988002771,Snack Foods,194.44400000000002,S-1015,2004,Small,Tier 2,Supermarket Type1,3086.6488
2917,BVRG-41-44,6.385,Regular,Regular,0.2901375742643479,Hard Drinks,126.3245,S-0522,2009,Medium,Tier 3,Supermarket Type2,1941.4728
8198,FOOD-65-43,,regular,High Salt,0.2520997600157525,Breads,319.57425,S-0783,1985,Medium,Tier 3,Supermarket Type3,3401.5722
4480,FOOD-48-35,12.15,Regular,Regular,0.14753830011220814,Breads,195.77300000000002,S-1305,2002,,Tier 2,Supermarket Type1,3797.7232
296,FOOD-32-05,7.09,low Salt,Regular,0.08493497512803545,Baking Goods,49.87925,S-1015,2004,Small,Tier 2,Supermarket Type1,583.2408
6646,FOOD-29-12,,regular,High Salt,0.2711845718325436,Frozen Foods,230.35250000000002,S-0551,1985,Small,Tier 1,Grocery Store,386.164
3963,FOOD-63-86,10.195,High Salt,High Salt,0.11170278420881012,Meat,236.38875,S-1421,1999,Medium,Tier 1,Supermarket Type1,785.6439999999999
548,NCON-65-38,17.85,NA,Regular,0.13438954572436057,Health and Hygiene,111.26175,S-1305,2002,, 2,Supermarket Type1,2094.6068
907,NCON-09-21,20.75,NA,Regular,0.15897415198704473,Health and Hygiene,173.34175,S-0493,2007,,Tier 2,Supermarket Type1,445.4202
5461,NCON-64-63,,NA,Regular,0.4414462345518421,Others,127.864,S-0551,1985,Small,Tier 1,Grocery Store,218.3824
7716,FOOD-13-23,18.85,High Salt,High Salt,0.26088149800244553,Dairy,140.43,S-1421,1999,Medium,Tier 1,Supermarket Type1,1797.66
989,FOOD-02-05,,regular,High Salt,0.24175695233022773,Baking Goods,205.17775,S-0783,1985,Medium,Tier 3,Supermarket Type3,5518.1504
3700,FOOD-01-83,8.6,High Salt,High Salt,0.2010794718513056,Canned,229.56625,S-0493,2007,,Tier 2,Supermarket Type1,3795.06
7200,FOOD-48-33,8.77,High Salt,High Salt,0.21670718492934193,Fruits and Vegetables,207.30275,S-0522,2009,Medium,Tier 3,Supermarket Type2,3448.844
4507,FOOD-01-10,16.7,regular,High Salt,0.1966854748068601,Snacks,173.26274999999998,S-0522,2009,Medium, 3,Supermarket Type2,2770.3938
7988,FOOD-24-16,20.0,regular,High Salt,0.3224852864860659,Canned,124.32774999999998,S-0377,1987,High,Tier 3,Supermarket Type1,1587.933
5646,FOOD-65-59,7.31,Regular,Regular,0.16383914367452,Snack Foods,127.19625000000002,S-1305,2002,,2,Supermarket Type1,1208.427
1231,FOOD-59-35,6.575,High Salt,High Salt,0.27506524680518984,Breads,171.8055,S-1305,2002,,Tier 2,Supermarket Type1,2612.5992
2531,NCON-13-71,5.88,NA,Regular,0.15791704151230798,Household,175.549,S-1305,2002,,Tier 2,Supermarket Type1,2087.9488
2569,FOOD-41-62,9.0,regular,High Salt,0.22495139475006595,Canned,178.628,S-1305,2002,,Tier 2,Supermarket Type1,4402.2696
7079,FOOD-33-06,6.155,High Salt,High Salt,0.30829446313548997,Meat,256.82,S-0522,2009,Medium,Tier 3,Supermarket Type2,2556.672
7779,FOOD-72-32,10.5,Regular,Regular,0.22915412062627197,Frozen Foods,103.47874999999999,S-0377,1987,High, 3,Supermarket Type1,1258.362
3934,NCON-24-65,9.695,NA,Regular,0.33754915790148254,Health and Hygiene,190.3255,S-1334,1997,Small,Tier 1,Supermarket Type1,1901.5248
2323,FOOD-71-78,19.75,r,High Salt,0.13435434864566165,Frozen Foods,214.83249999999998,S-1421,1999,Medium,Tier 1,Supermarket Type1,2696.49
6335,BVRG-49-35,4.61,regular,Regular,0.35018440998993655,Hard Drinks,209.29950000000002,S-1015,2004,Small,2,Supermarket Type1,2616.594
1875,FOOD-65-43,14.5,r,High Salt,0.32694723121629277,Breads,315.57425,S-0290,1998,,3,Grocery Store,1046.6376
2203,FOOD-41-55,11.5,High Salt,High Salt,0.19422532275684343,Snack Foods,126.90675000000002,S-0522,2009,Medium,Tier 3,Supermarket Type2,1953.4572
5588,FOOD-00-23,5.94,regular,Regular,0.186969222066093,Canned,211.418,S-1305,2002,, 2,Supermarket Type1,2854.9504
2728,FOOD-41-59,5.365,High Salt,High Salt,0.4844930102694981,Seafood,206.84550000000002,S-0290,1998,,Tier 3,Grocery Store,171.7764
7025,FOOD-29-28,20.35,High Salt,High Salt,0.12210432015289222,Fruits and Vegetables,280.49475,S-0493,2007,, 2,Supermarket Type1,6076.0908
5335,FOOD-15-13,16.1,High Salt,High Salt,0.0,Frozen Foods,33.94475,S-0493,2007,,Tier 2,Supermarket Type1,339.55800000000005
1870,FOOD-04-02,9.395,regular,High Salt,0.41403160024326646,Fruits and Vegetables,163.97975,S-1305,2002,, 2,Supermarket Type1,1685.8056
8078,FOOD-02-02,10.1,High Salt,High Salt,-0.231717237166336,Vegetables,268.636,S-1305,2002,,2,Supermarket Type1,5145.3024
7775,FOOD-00-15,12.35,High Salt,High Salt,0.18388406945681837,Meat,237.67825,S-1421,1999,Medium,Tier 1,Supermarket Type1,3757.1094
5698,FOOD-65-02,18.7,Regular,Regular,-0.1939663733743558,Fruits and Vegetables,128.48575,S-1334,1997,Small,Tier 1,Supermarket Type1,1334.2632
4706,FOOD-15-61,20.85,regular,Regular,0.34817732120286066,Snack Foods,236.9315,S-1015,2004,Small,2,Supermarket Type1,4306.3944
5924,NCON-04-41,8.43,NA,Regular,0.42153866489326935,Household,203.92775,S-1334,1997,Small,Tier 1,Supermarket Type1,2586.633
2785,FOOD-15-39,16.75,low Salt,Regular,0.2124589301488643,Snacks,224.9445,S-1305,2002,,2,Supermarket Type1,2816.3340000000003
5270,NCON-09-70,20.5,NA,Regular,-0.3785282129511617,Household,37.39875000000001,S-1334,1997,Small,Tier 1,Supermarket Type1,183.095
5667,FOOD-49-43,12.5,regular,Regular,0.2671231438868598,Starchy Foods,147.12750000000003,S-1421,1999,Medium,Tier 1,Supermarket Type1,2530.04
4271,FOOD-01-39,17.75,regular,Regular,0.2708312241969157,Seafood,32.777,S-0377,1987,High,Tier 3,Supermarket Type1,934.7832
8424,FOOD-35-64,7.405,Regular,Regular,0.3989552907281717,Dairy,248.91200000000003,S-1015,2004,Small,Tier 2,Supermarket Type1,3739.1328
573,FOOD-35-84,8.68,low Salt,Regular,0.09418963318752228,Frozen Foods,114.673,S-0522,2009,Medium,Tier 3,Supermarket Type2,295.6152
5188,FOOD-49-23,6.825,High Salt,High Salt,0.21639022390117352,Canned,183.99975,S-0522,2009,Medium,Tier 3,Supermarket Type2,2460.7968
2678,FOOD-13-64,6.26,regular,High Salt,0.12851796372492058,Meat,178.92075,S-0290,1998,,Tier 3,Grocery Store,453.4098
3520,FOOD-14-12,18.25,regular,High Salt,0.42808903396373055,Dairy,125.69624999999999,S-1015,2004,Small, 2,Supermarket Type1,1208.427
3884,FOOD-15-14,,Regular,Regular,0.5058943526073404,Meat,119.20600000000002,S-0551,1985,Small,Tier 1,Grocery Store,311.5944
5479,BVRG-35-05,13.0,High Salt,High Salt,0.21269538311867514,Soft Drinks,207.63175,S-0493,2007,,Tier 2,Supermarket Type1,4377.635
3957,FOOD-38-32,5.48,regular,Regular,0.12301091008524406,Frozen Foods,93.78125,S-1421,1999,Medium,Tier 1,Supermarket Type1,1414.825
8360,FOOD-09-55,11.5,Regular,Regular,0.12199861064782665,Starchy Foods,208.135,S-1421,1999,Medium,Tier 1,Supermarket Type1,3635.268
747,FOOD-09-60,18.5,High Salt,High Salt,0.0,Dairy,170.26274999999998,S-1015,2004,Small,Tier 2,Supermarket Type1,2041.3428
36,FOOD-15-36,,regular,High Salt,0.24395042939089082,Fruits and Vegetables,150.08475,S-0783,1985,Medium,3,Supermarket Type3,2797.6916
6585,FOOD-17-24,17.35,Regular,Regular,0.0,Baking Goods,118.62700000000001,S-1334,1997,Small,Tier 1,Supermarket Type1,1922.8304
7604,BVRG-14-85,6.135,Low Salt,Low Salt,0.2815914647143979,Soft Drinks,129.10750000000002,S-0522,2009,Medium,Tier 3,Supermarket Type2,2263.72
6121,FOOD-09-48,14.85,High Salt,High Salt,0.23202922445243832,Baking Goods,141.009,S-1334,1997,Small,1,Supermarket Type1,4287.752
3052,FOOD-00-14,13.8,regular,Regular,0.0,Dairy,319.7355,S-1421,1999,Medium,Tier 1,Supermarket Type1,3709.8376
7363,FOOD-71-35,17.6,regular,High Salt,0.23126136296407146,Starchy Foods,49.75750000000001,S-0493,2007,,Tier 2,Supermarket Type1,1071.938
3882,FOOD-01-14,11.35,regular,High Salt,-0.15271698661249178,Dairy,218.201,S-1334,1997,Small,Tier 1,Supermarket Type1,3307.6944
4592,FOOD-59-47,17.25,r,High Salt,0.35414567200517927,Breakfast,40.06,S-1421,1999,Medium,Tier 1,Supermarket Type1,399.48
4234,FOOD-71-25,19.7,High Salt,High Salt,0.1272893632633929,Canned,225.31949999999998,S-1015,2004,Small,Tier 2,Supermarket Type1,3379.6008
4968,FOOD-14-64,,Regular,Regular,0.3504742101781527,Dairy,262.10625,S-0551,1985,Small, 1,Grocery Store,432.77
8416,FOOD-04-43,8.195,Regular,Regular,0.1771364107121966,Baking Goods,107.05775,S-0377,1987,High, 3,Supermarket Type1,925.462
539,NCON-24-33,15.35,NA,Regular,0.12519291912883893,Others,171.30875,S-1015,2004,Small,2,Supermarket Type1,2719.7929999999997
3182,FOOD-15-62,19.85,Regular,Regular,0.2108564630263915,Dairy,100.982,S-0377,1987,High,Tier 3,Supermarket Type1,1142.5128
4572,BVRG-41-64,14.15,regular,Regular,0.20553971635671778,Dairy,57.872749999999996,S-1421,1999,Medium,Tier 1,Supermarket Type1,1104.5622
1772,FOOD-02-40,11.15,regular,High Salt,0.2931408262252121,Snack Foods,202.09875,S-1334,1997,Small,Tier 1,Supermarket Type1,1018.674
3308,NCON-01-41,9.895,NA,Low Salt,0.24508593390890468,Household,278.33025,S-1334,1997,Small,Tier 1,Supermarket Type1,4647.284000000001
2444,FOOD-71-84,10.895,Regular,Regular,0.16395169715498525,Frozen Foods,123.035,S-1334,1997,Small,Tier 1,Supermarket Type1,1491.392
5450,FOOD-01-61,,High Salt,High Salt,0.4293714371031217,Snacks,205.84550000000002,S-0551,1985,Small, 1,Grocery Store,858.882
405,FOOD-33-31,,High Salt,Regular,0.2562274263227885,Baking Goods,51.12925,S-0551,1985,Small,Tier 1,Grocery Store,48.6034
6126,NCON-04-84,20.0,NA,Regular,0.2423212083165648,Health and Hygiene,128.818,S-0522,2009,Medium,Tier 3,Supermarket Type2,894.8352
583,FOOD-32-50,16.6,High Salt,Regular,0.34996480394462526,Fruits and Vegetables,209.46725,S-1305,2002,,Tier 2,Supermarket Type1,347.5476
